SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
130762,0,Cash loans,F,N,Y,0,189000.0,1642500.0,43326.0,1642500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22943,365243,-12339.0,-4589,,1,0,0,1,0,0,,2.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.7462835743984378,0.5549467685334323,0.3258,0.2573,0.9831,0.7688,0.1553,0.36,0.3103,0.3333,,0.3082,0.2639,0.3688,0.0077,0.0074,0.3319,0.267,0.9831,0.7779,0.1567,0.3625,0.3103,0.3333,,0.3152,0.2883,0.3842,0.0078,0.0078,0.3289,0.2573,0.9831,0.7719,0.1563,0.36,0.3103,0.3333,,0.3135,0.2685,0.3754,0.0078,0.0076,reg oper spec account,block of flats,0.3443,Panel,No,3.0,0.0,3.0,0.0,-132.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
404894,1,Cash loans,M,Y,Y,0,135000.0,513531.0,21888.0,459000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-23413,365243,-2321.0,-4949,21.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,13,0,0,0,1,0,0,XNA,0.654807580794771,0.1180231285955934,0.0224206800096286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-173.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
103041,0,Cash loans,F,N,Y,0,135000.0,1185120.0,39298.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-17877,-1860,-9421.0,-1333,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,12,0,0,0,0,1,1,Industry: type 3,,0.0006982767850963,0.3791004853998145,0.0,,0.9836,,,,0.2069,0.1667,,,,0.0906,,,0.0,,0.9836,,,,0.2069,0.1667,,,,0.0944,,,0.0,,0.9836,,,,0.2069,0.1667,,,,0.0922,,,,block of flats,0.0773,Panel,No,6.0,0.0,6.0,0.0,-195.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
240959,0,Cash loans,M,Y,Y,0,252000.0,755190.0,32125.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-21010,-794,-4969.0,-3840,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.4967545931296996,0.434733248750173,0.2227,0.0364,0.9896,0.8572,0.0661,0.24,0.2069,0.3333,0.0417,0.2191,0.1816,0.2301,0.0,0.1661,0.2269,0.0377,0.9896,0.8628,0.0667,0.2417,0.2069,0.3333,0.0417,0.2241,0.1983,0.2398,0.0,0.1759,0.2248,0.0364,0.9896,0.8591,0.0665,0.24,0.2069,0.3333,0.0417,0.2229,0.1847,0.2343,0.0,0.1696,reg oper spec account,block of flats,0.2171,Panel,No,9.0,0.0,9.0,0.0,-2258.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
240915,0,Cash loans,M,N,Y,2,315000.0,545040.0,39627.0,450000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-17245,-1590,-9692.0,-788,,1,1,0,1,0,0,,4.0,1,1,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7720596931756981,0.2458512138252296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
292152,0,Cash loans,M,N,Y,0,450000.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.005084,-21796,-732,-10959.0,-4905,,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Construction,,0.6935159795228963,,0.1052,0.1406,0.9851,,,0.0,0.2414,0.1667,,,,0.099,,0.0116,0.1071,0.1459,0.9851,,,0.0,0.2414,0.1667,,,,0.1031,,0.0123,0.1062,0.1406,0.9851,,,0.0,0.2414,0.1667,,,,0.1008,,0.0119,,block of flats,0.0804,"Stone, brick",No,0.0,0.0,0.0,0.0,-320.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
163600,1,Cash loans,F,Y,Y,1,121500.0,508495.5,21672.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-17919,-1418,-4325.0,-1465,14.0,1,1,0,1,0,0,Laborers,3.0,2,2,SUNDAY,12,0,0,0,0,1,1,Restaurant,,0.1855478001699234,0.6212263380626669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-408.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
202991,0,Cash loans,M,Y,Y,0,360000.0,790830.0,52978.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16670,-5364,-5846.0,-216,3.0,1,1,0,1,1,0,Security staff,2.0,1,1,THURSDAY,17,0,0,0,0,0,0,Security,,0.5014178056930733,0.1411151004466126,0.0711,0.0,0.9702,0.5920000000000001,0.0833,0.0,0.1034,0.1667,0.2083,0.014,0.058,0.0577,0.0,0.0,0.0725,0.0,0.9702,0.608,0.084,0.0,0.1034,0.1667,0.2083,0.0143,0.0634,0.0601,0.0,0.0,0.0718,0.0,0.9702,0.5975,0.0838,0.0,0.1034,0.1667,0.2083,0.0143,0.059,0.0587,0.0,0.0,reg oper account,block of flats,0.0455,"Stone, brick",No,0.0,0.0,0.0,0.0,-1011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
174670,0,Cash loans,F,N,Y,0,202500.0,927252.0,27243.0,774000.0,Family,State servant,Higher education,Married,House / apartment,0.019101,-17131,-9883,-6804.0,-681,,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Construction,0.8095042010155936,0.7445946983706513,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
298784,0,Cash loans,F,N,Y,0,112500.0,450000.0,21780.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.009334,-21641,-907,-1089.0,-4875,,1,1,1,1,0,0,Security staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,School,,0.5410585425983052,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-216.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
357432,0,Cash loans,F,N,Y,1,157500.0,157500.0,14575.5,157500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-11931,-1154,-10268.0,-788,,1,1,0,1,1,0,Sales staff,3.0,2,2,TUESDAY,12,0,0,0,1,1,0,Self-employed,0.7018896432982403,0.6264359787469023,0.3910549766342248,0.0719,0.0713,0.9846,0.7892,0.0343,0.0112,0.1379,0.1904,0.2321,0.0721,0.0583,0.0717,0.0011,0.0017,0.063,0.0479,0.9767,0.6929,0.0252,0.0,0.1379,0.1667,0.2083,0.0292,0.0551,0.0537,0.0,0.0,0.0739,0.07,0.9866,0.8189,0.0347,0.0,0.1379,0.1667,0.2083,0.0661,0.0607,0.0794,0.0,0.0,reg oper account,block of flats,0.0552,Panel,No,3.0,1.0,3.0,0.0,-1457.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
429001,0,Cash loans,F,Y,Y,1,112500.0,593010.0,19260.0,495000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.006852,-13299,-3438,-5355.0,-2658,14.0,1,1,1,1,1,0,Core staff,3.0,3,3,MONDAY,4,0,0,0,0,0,0,Medicine,0.5343981832704753,0.2001235287468074,0.7165702448010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1468.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313539,0,Cash loans,F,N,Y,1,112500.0,253737.0,27054.0,229500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-11696,-991,-3295.0,-1664,,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,0.4729736514947358,0.4417499289543117,0.4974688893052743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-542.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
249272,1,Cash loans,F,Y,Y,0,90000.0,129519.0,14076.0,121500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-12822,-174,-1730.0,-1897,4.0,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,12,0,0,0,1,1,0,Kindergarten,0.7695612725945927,0.6416512048129325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-347.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
236961,0,Cash loans,F,N,N,1,247500.0,945000.0,27760.5,945000.0,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-15110,-1548,-2289.0,-2295,,1,1,0,1,0,0,Medicine staff,3.0,2,2,THURSDAY,14,0,0,0,0,1,1,Kindergarten,0.7085872321956197,0.7128938012463778,0.4920600938649263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1589.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0
429171,0,Cash loans,F,N,Y,0,135000.0,1078200.0,31522.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-19579,-4151,-8148.0,-3126,,1,1,0,1,0,0,Cooking staff,2.0,1,1,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.7055523745522797,,0.5918,0.532,0.9886,0.8232,0.8368,0.76,0.4483,0.4583,0.375,0.5212,0.4631,0.5123,0.0888,0.251,0.6029,0.5521,0.9886,0.8301,0.8445,0.7653,0.4483,0.4583,0.375,0.5331,0.506,0.5338,0.0895,0.2657,0.5975,0.532,0.9886,0.8256,0.8421,0.76,0.4483,0.4583,0.375,0.5303,0.4712,0.5215,0.0893,0.2562,reg oper account,block of flats,0.4035,"Stone, brick",No,1.0,0.0,1.0,0.0,-405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
383015,0,Cash loans,M,Y,N,1,144000.0,900000.0,45850.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-12468,-132,-2825.0,-4779,4.0,1,1,0,1,0,0,,3.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.1600879358101697,0.5762718970550027,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-82.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
222200,0,Cash loans,F,Y,Y,0,180000.0,203760.0,22072.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-10831,-213,-4822.0,-3249,13.0,1,1,0,1,0,0,Laborers,2.0,3,3,TUESDAY,6,0,0,0,0,0,0,Industry: type 9,,0.572465599500855,0.5814837058057234,0.0371,0.0546,0.9816,,,0.0,0.1034,0.125,,0.0232,,0.0381,,0.0,0.0378,0.0566,0.9816,,,0.0,0.1034,0.125,,0.0238,,0.0397,,0.0,0.0375,0.0546,0.9816,,,0.0,0.1034,0.125,,0.0237,,0.0388,,0.0,,block of flats,0.03,Panel,No,5.0,0.0,5.0,0.0,-1425.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
140508,0,Cash loans,M,N,Y,1,180000.0,248760.0,28264.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-10215,-2401,-10190.0,-781,,1,1,0,1,0,1,Laborers,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Housing,0.1641607314464522,0.6913970822666173,0.1285043773724039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1825.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
235922,0,Cash loans,F,Y,Y,1,108000.0,95940.0,9472.5,90000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-13907,365243,-3179.0,-1522,12.0,1,0,0,1,1,0,,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,0.541677004755422,0.5995984932385103,0.7001838506835805,0.0124,0.0,0.9742,,,,0.069,0.0417,,0.0071,,0.009,,0.004,0.0126,0.0,0.9742,,,,0.069,0.0417,,0.0073,,0.0094,,0.0043,0.0125,0.0,0.9742,,,,0.069,0.0417,,0.0072,,0.0092,,0.0041,,block of flats,0.008,Others,No,9.0,0.0,8.0,0.0,-494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
401641,0,Cash loans,F,N,Y,0,216000.0,171841.5,8901.0,130500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20742,365243,-9039.0,-431,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.6577737654815345,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-469.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
424512,0,Cash loans,F,N,N,0,99000.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-15702,-187,-6636.0,-4364,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,0.7942566366709394,0.6695414343688421,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
283306,0,Cash loans,F,Y,Y,0,81000.0,225000.0,12915.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22184,365243,-6089.0,-4382,3.0,1,0,0,1,1,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,XNA,,0.3973849599078085,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1353.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
134070,0,Cash loans,F,Y,Y,0,112500.0,348264.0,34573.5,315000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010276,-18277,-3056,-7663.0,-1829,14.0,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.6332673879735681,0.6690566947824041,0.1052,,0.9727,0.626,,0.0,0.0345,0.125,0.1667,0.0938,,0.0663,,0.0141,0.1071,,0.9727,0.6406,,0.0,0.0345,0.125,0.1667,0.0959,,0.069,,0.0149,0.1062,,0.9727,0.631,,0.0,0.0345,0.125,0.1667,0.0954,,0.0674,,0.0144,reg oper account,,0.0603,"Stone, brick",No,0.0,0.0,0.0,0.0,-714.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
209534,0,Cash loans,F,N,Y,0,270000.0,1197378.0,43137.0,967500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-15768,-1275,-7313.0,-1801,,1,1,0,1,0,0,Laborers,2.0,2,2,SUNDAY,11,0,0,0,1,1,1,Business Entity Type 3,0.4945026549216224,0.586039012083469,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,3.0
113812,0,Cash loans,M,Y,Y,0,225000.0,497520.0,53712.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.004849,-9112,-450,-8771.0,-1786,8.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.3153103325446436,0.4347192401119474,0.6801388218428291,0.1258,0.0932,0.9881,0.8436,0.0137,0.1332,0.1148,0.3471,0.0,0.1167,0.0605,0.1247,0.0,0.0018,0.0756,0.0597,0.9886,0.8497,0.0138,0.0806,0.069,0.3333,0.0,0.0883,0.0661,0.0478,0.0,0.0012,0.0749,0.0596,0.9886,0.8457,0.0137,0.08,0.069,0.3333,0.0,0.1188,0.0616,0.0787,0.0,0.0019,reg oper spec account,block of flats,0.2228,Panel,No,0.0,0.0,0.0,0.0,-894.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
391363,0,Cash loans,M,Y,Y,0,126000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00702,-8236,-573,-8146.0,-915,13.0,1,1,1,1,0,0,Drivers,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.1710963747780771,0.4921466004818904,0.1047946227497676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0.0,5.0,0.0,-423.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
244042,1,Cash loans,M,N,N,2,85500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.014464,-12303,-2581,-3224.0,-4160,,1,1,0,1,0,0,Laborers,4.0,2,2,SATURDAY,6,0,0,0,0,0,0,Housing,,0.4370528564404084,0.520897599048938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1235.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
222716,0,Cash loans,M,N,Y,0,112500.0,485640.0,41674.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-20556,-6142,-3933.0,-4017,,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.1923160541736026,0.7946285827840042,0.2196,0.1681,0.9906,0.8708,0.1028,0.24,0.2069,0.3333,0.375,0.1157,0.179,0.2794,0.0,0.0,0.2237,0.1745,0.9906,0.8759,0.1037,0.2417,0.2069,0.3333,0.375,0.1183,0.1956,0.2911,0.0,0.0,0.2217,0.1681,0.9906,0.8725,0.1035,0.24,0.2069,0.3333,0.375,0.1177,0.1821,0.2844,0.0,0.0,reg oper spec account,block of flats,0.276,Panel,No,2.0,0.0,2.0,0.0,-1913.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
389919,0,Cash loans,M,Y,Y,0,108000.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.04622,-9199,-1885,-3786.0,-1879,9.0,1,1,0,1,0,0,Drivers,1.0,1,1,THURSDAY,17,0,0,0,0,0,0,Other,0.2805023260531202,0.540548076768791,0.5226973172821112,,,0.9518,,,,0.069,0.0,,0.142,,0.003,,,,,0.9518,,,,0.069,0.0,,0.1452,,0.0031,,,,,0.9518,,,,0.069,0.0,,0.1445,,0.003,,,,block of flats,0.0033,Wooden,Yes,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
443668,0,Cash loans,M,N,Y,0,315000.0,904500.0,50634.0,904500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-15475,-1706,-616.0,-5530,,1,1,0,1,0,0,Secretaries,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Medicine,,0.6775565025890412,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-557.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
377338,0,Cash loans,M,Y,Y,0,135000.0,1731901.5,47754.0,1548000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-17604,365243,-7877.0,-1160,7.0,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,XNA,,0.7004617224121608,0.5762088360175724,0.0619,0.0613,0.9886,0.8436,0.0093,0.0,0.1379,0.1667,0.2083,0.0745,0.0504,0.0582,0.0,0.0,0.063,0.0632,0.9876,0.8367,0.0092,0.0,0.1379,0.1667,0.2083,0.0652,0.0551,0.0601,0.0,0.0,0.0625,0.0613,0.9886,0.8457,0.0093,0.0,0.1379,0.1667,0.2083,0.0758,0.0513,0.0593,0.0,0.0,reg oper account,block of flats,0.0504,Panel,No,1.0,1.0,1.0,0.0,-2768.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
417213,0,Cash loans,F,N,Y,0,81000.0,97038.0,8298.0,81000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,-16077,-3136,-3000.0,-4848,,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Self-employed,,0.5598763580247114,0.248535557339522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1623.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
